%Data filename = Scores_age_AC_500-c1-c3
%Multiplication factor for 99.99% Chi2 CL = 3.97845
%Multiplication factor for  99.9% Chi2 CL = 3.26556
%Multiplication factor for   99% Chi2 CL = 2.51128
%Multiplication factor for   95% Chi2 CL = 1.93841
%Multiplication factor for   90% Chi2 CL = 1.67020
%     Frequency       Real_Power   SWA_background        90%Chi2CL        95%Chi2CL        99%Chi2CL      99.9%Chi2CL     99.99%Chi2CL
      0.1618744        0.2920442        0.8653248        1.4452617        1.6773575        2.1730724        2.8257700        3.4426544
      0.1624994        0.2437837        0.8590932        1.4348537        1.6652781        2.1574232        2.8054204        3.4178623
      0.1631244        0.2209300        0.8528520        1.4244298        1.6531802        2.1417499        2.7850396        3.3930322
      0.1637494        0.2132440        0.8466039        1.4139943        1.6410688        2.1260593        2.7646361        3.3681745
      0.1643744        0.2315812        0.8403515        1.4035515        1.6289490        2.1103576        2.7442183        3.3432994
      0.1649994        0.2990487        0.8340972        1.3931056        1.6168256        2.0946514        2.7237947        3.3184171
      0.1656244        0.3900090        0.8278437        1.3826609        1.6047036        2.0789470        2.7033733        3.2935376
      0.1662494        0.4484048        0.8215933        1.3722216        1.5925878        2.0632505        2.6829622        3.2686707
      0.1668744        0.5029465        0.8153485        1.3617915        1.5804828        2.0475680        2.6625695        3.2438261
      0.1674994        0.7023375        0.8091116        1.3513748        1.5683932        2.0319056        2.6422027        3.2190131
      0.1681244        1.1451100        0.8028851        1.3409752        1.5563236        2.0162690        2.6218696        3.1942411
      0.1687494        1.6727926        0.7966711        1.3305966        1.5442782        2.0006639        2.6015773        3.1695189
      0.1693744        1.9891901        0.7904718        1.3202426        1.5322614        1.9850957        2.5813331        3.1448553
      0.1699994        2.0112526        0.7842893        1.3099167        1.5202773        1.9695698        2.5611439        3.1202586
      0.1706244        1.9348233        0.7781257        1.2996223        1.5083297        1.9540914        2.5410164        3.0957372
      0.1712494        1.8796684        0.7719830        1.2893628        1.4964226        1.9386653        2.5209571        3.0712987
      0.1718744        1.7298720        0.7658631        1.2791413        1.4845596        1.9232964        2.5009720        3.0469508
      0.1724994        1.4667112        0.7597678        1.2689609        1.4727444        1.9079894        2.4810674        3.0227008
      0.1731244        1.2345160        0.7536988        1.2588245        1.4609802        1.8927485        2.4612488        2.9985557
      0.1737493        1.0597775        0.7476579        1.2487350        1.4492703        1.8775780        2.4415217        2.9745221
      0.1743743        0.9077240        0.7416466        1.2386949        1.4376180        1.8624819        2.4218915        2.9506064
      0.1749993        0.7954293        0.7356665        1.2287070        1.4260260        1.8474642        2.4023631        2.9268149
      0.1756243        0.7104482        0.7297190        1.2187735        1.4144974        1.8325285        2.3829413        2.9031531
      0.1762493        0.6785013        0.7238056        1.2088970        1.4030347        1.8176782        2.3636306        2.8796268
      0.1768743        0.7790898        0.7179275        1.1990794        1.3916406        1.8029167        2.3444354        2.8562412
      0.1774993        0.9559797        0.7120861        1.1893231        1.3803175        1.7882472        2.3253599        2.8330013
      0.1781243        1.0172900        0.7062824        1.1796299        1.3690676        1.7736727        2.3064078        2.8099119
      0.1787493        0.8702242        0.7005178        1.1700018        1.3578933        1.7591960        2.2875829        2.7869774
      0.1793743        0.6384387        0.6947931        1.1604405        1.3467966        1.7448198        2.2688887        2.7642021
      0.1799993        0.5272999        0.6891095        1.1509477        1.3357794        1.7305467        2.2503285        2.7415901
      0.1806243        0.5799461        0.6834679        1.1415251        1.3248436        1.7163790        2.2319055        2.7191453
      0.1812493        0.6186369        0.6778692        1.1321742        1.3139910        1.7023191        2.2136226        2.6968711
      0.1818743        0.5019700        0.6723143        1.1228965        1.3032233        1.6883692        2.1954828        2.6747712
      0.1824993        0.3162491        0.6668040        1.1136932        1.2925421        1.6745313        2.1774885        2.6528487
      0.1831243        0.2067522        0.6613391        1.1045657        1.2819488        1.6608073        2.1596424        2.6311067
      0.1837493        0.1825201        0.6559202        1.0955152        1.2714449        1.6471991        2.1419470        2.6095482
      0.1843743        0.1778246        0.6505482        1.0865429        1.2610317        1.6337085        2.1244043        2.5881759
      0.1849993        0.1845368        0.6452237        1.0776498        1.2507105        1.6203371        2.1070168        2.5669925
      0.1856243        0.2428400        0.6399473        1.0688372        1.2404826        1.6070865        2.0897862        2.5460004
      0.1862493        0.3407616        0.6347195        1.0601058        1.2303491        1.5939582        2.0727148        2.5252021
      0.1868743        0.4119762        0.6295411        1.0514568        1.2203111        1.5809536        2.0558042        2.5045998
      0.1874993        0.4252724        0.6244124        1.0428909        1.2103696        1.5680742        2.0390562        2.4841957
      0.1881243        0.4075244        0.6193341        1.0344091        1.2005257        1.5553210        2.0224726        2.4639918
      0.1887493        0.4204854        0.6143066        1.0260122        1.1907803        1.5426956        2.0060550        2.4439901
      0.1893743        0.4902761        0.6093303        1.0177009        1.1811343        1.5301989        1.9898048        2.4241924
      0.1899993        0.5222845        0.6044058        1.0094760        1.1715886        1.5178321        1.9737236        2.4046005
      0.1906243        0.4416768        0.5995335        1.0013382        1.1621440        1.5055962        1.9578126        2.3852161
      0.1912493        0.3462076        0.5947137        0.9932882        1.1528012        1.4934924        1.9420733        2.3660408
      0.1918743        0.3165275        0.5899468        0.9853266        1.1435611        1.4815214        1.9265068        2.3470760
      0.1924993        0.2761469        0.5852332        0.9774540        1.1344242        1.4696843        1.9111143        2.3283233
      0.1931243        0.1775479        0.5805733        0.9696710        1.1253913        1.4579819        1.8958970        2.3097839
      0.1937493        0.1085687        0.5759673        0.9619781        1.1164630        1.4464149        1.8808558        2.2914591
      0.1943743        0.1632158        0.5714155        0.9543758        1.1076398        1.4349842        1.8659918        2.2733502
      0.1949993        0.3326612        0.5669183        0.9468645        1.0989223        1.4236904        1.8513058        2.2554581
      0.1956243        0.5290479        0.5624758        0.9394447        1.0903109        1.4125341        1.8367986        2.2377839
      0.1962493        0.6718531        0.5580883        0.9321167        1.0818061        1.4015158        1.8224710        2.2203285
      0.1968743        0.7387624        0.5537560        0.9248809        1.0734083        1.3906362        1.8083236        2.2030926
      0.1974993        0.7383380        0.5494791        0.9177376        1.0651179        1.3798957        1.7943570        2.1860771
      0.1981243        0.6652449        0.5452577        0.9106870        1.0569350        1.3692945        1.7805717        2.1692824
      0.1987493        0.5212897        0.5410919        0.9037294        1.0488600        1.3588331        1.7669681        2.1527090
      0.1993743        0.3539640        0.5369819        0.8968648        1.0408931        1.3485116        1.7535466        2.1363574
      0.1999993        0.2243432        0.5329276        0.8900934        1.0330343        1.3383303        1.7403072        2.1202278
      0.2006242        0.1824255        0.5289292        0.8834153        1.0252837        1.3282891        1.7272501        2.1043202
      0.2012492        0.2901876        0.5249866        0.8768304        1.0176413        1.3183881        1.7143753        2.0886348
      0.2018742        0.5382470        0.5210998        0.8703386        1.0101070        1.3086273        1.7016827        2.0731713
      0.2024992        0.7450948        0.5172687        0.8639399        1.0026808        1.2990063        1.6891720        2.0579294
      0.2031242        0.7453059        0.5134932        0.8576342        0.9953623        1.2895250        1.6768429        2.0429089
      0.2037492        0.6251696        0.5097732        0.8514210        0.9881514        1.2801831        1.6646950        2.0281090
      0.2043742        0.5791822        0.5061085        0.8453002        0.9810477        1.2709799        1.6527277        2.0135291
      0.2049992        0.6298992        0.5024988        0.8392714        0.9740507        1.2619151        1.6409402        1.9991683
      0.2056242        0.6296410        0.4989440        0.8333342        0.9671600        1.2529880        1.6293317        1.9850257
      0.2062492        0.5022322        0.4954437        0.8274880        0.9603750        1.2441978        1.6179013        1.9710999
      0.2068742        0.3391618        0.4919976        0.8217323        0.9536950        1.2355436        1.6066478        1.9573897
      0.2074992        0.2315068        0.4886053        0.8160665        0.9471193        1.2270246        1.5955701        1.9438936
      0.2081242        0.1852428        0.4852664        0.8104899        0.9406471        1.2186397        1.5846667        1.9306099
      0.2087492        0.1914704        0.4819805        0.8050017        0.9342776        1.2103877        1.5739362        1.9175369
      0.2093742        0.2302482        0.4787470        0.7996011        0.9280097        1.2022675        1.5633770        1.9046725
      0.2099992        0.2599024        0.4755654        0.7942872        0.9218425        1.1942776        1.5529873        1.8920147
      0.2106242        0.2740239        0.4724351        0.7890591        0.9157748        1.1864167        1.5427653        1.8795612
      0.2112492        0.3195511        0.4693556        0.7839157        0.9098054        1.1786832        1.5327089        1.8673095
      0.2118742        0.4339405        0.4663262        0.7788560        0.9039331        1.1710754        1.5228162        1.8552571
      0.2124992        0.5911431        0.4633462        0.7738788        0.8981566        1.1635918        1.5130848        1.8434012
      0.2131242        0.7646986        0.4604149        0.7689829        0.8924745        1.1562304        1.5035124        1.8317391
      0.2137492        1.0167869        0.4575315        0.7641671        0.8868854        1.1489895        1.4940966        1.8202678
      0.2143742        1.3634478        0.4546953        0.7594301        0.8813876        1.1418670        1.4848348        1.8089841
      0.2149992        1.6511915        0.4519054        0.7547705        0.8759798        1.1348609        1.4757244        1.7978848
      0.2156242        1.8343083        0.4491611        0.7501870        0.8706601        1.1279692        1.4667627        1.7869667
      0.2162492        2.1236152        0.4464615        0.7456781        0.8654271        1.1211896        1.4579468        1.7762263
      0.2168742        2.5253646        0.4438056        0.7412422        0.8602789        1.1145200        1.4492739        1.7656600
      0.2174992        2.6504281        0.4411926        0.7368780        0.8552139        1.1079581        1.4407410        1.7552644
      0.2181242        2.3382811        0.4386216        0.7325839        0.8502301        1.1015014        1.4323451        1.7450356
      0.2187492        1.8875150        0.4360915        0.7283582        0.8453259        1.0951478        1.4240832        1.7349699
      0.2193742        1.4616216        0.4336016        0.7241995        0.8404992        1.0888948        1.4159519        1.7250636
      0.2199992        1.0130784        0.4311506        0.7201060        0.8357484        1.0827398        1.4079484        1.7153128
      0.2206242        0.7216630        0.4287378        0.7160761        0.8310714        1.0766806        1.4000692        1.7057136
      0.2212492        0.7834859        0.4263622        0.7121083        0.8264663        1.0707146        1.3923113        1.6962621
      0.2218742        0.9965681        0.4240226        0.7082007        0.8219313        1.0648394        1.3846713        1.6869543
      0.2224992        1.0531800        0.4217182        0.7043519        0.8174644        1.0590523        1.3771461        1.6777862
      0.2231242        1.0093663        0.4194479        0.7005601        0.8130636        1.0533510        1.3697324        1.6687541
      0.2237492        1.0598734        0.4172108        0.6968237        0.8087272        1.0477330        1.3624270        1.6598538
      0.2243742        1.0865419        0.4150059        0.6931410        0.8044531        1.0421958        1.3552266        1.6510815
      0.2249992        0.8960139        0.4128321        0.6895104        0.8002395        1.0367369        1.3481281        1.6424334
      0.2256242        0.6151592        0.4106886        0.6859303        0.7960844        1.0313539        1.3411283        1.6339055
      0.2262492        0.4835272        0.4085743        0.6823991        0.7919861        1.0260444        1.3342240        1.6254940
      0.2268741        0.5194869        0.4064884        0.6789152        0.7879427        1.0208061        1.3274123        1.6171953
      0.2274991        0.5445247        0.4044299        0.6754771        0.7839525        1.0156366        1.3206901        1.6090055
      0.2281241        0.4410677        0.4023979        0.6720832        0.7800136        1.0105336        1.3140544        1.6009212
      0.2287491        0.3024320        0.4003914        0.6687321        0.7761243        1.0054949        1.3075023        1.5929388
      0.2293741        0.2592331        0.3984098        0.6654223        0.7722830        1.0005183        1.3010310        1.5850547
      0.2299991        0.3101393        0.3964520        0.6621524        0.7684880        0.9956018        1.2946378        1.5772658
      0.2306241        0.4395457        0.3945173        0.6589210        0.7647377        0.9907432        1.2883198        1.5695686
      0.2312491        0.6484155        0.3926048        0.6557269        0.7610306        0.9859405        1.2820746        1.5619600
      0.2318741        0.7796943        0.3907139        0.6525686        0.7573652        0.9811918        1.2758996        1.5544370
      0.2324991        0.6603062        0.3888437        0.6494451        0.7537400        0.9764952        1.2697924        1.5469966
      0.2331241        0.3995738        0.3869936        0.6463550        0.7501537        0.9718490        1.2637507        1.5396359
      0.2337491        0.2266588        0.3851628        0.6432972        0.7466049        0.9672515        1.2577722        1.5323523
      0.2343741        0.2095392        0.3833507        0.6402707        0.7430924        0.9627009        1.2518549        1.5251431
      0.2349991        0.2813607        0.3815568        0.6372745        0.7396149        0.9581957        1.2459965        1.5180058
      0.2356241        0.3347527        0.3797803        0.6343074        0.7361713        0.9537345        1.2401953        1.5109382
      0.2362491        0.3066362        0.3780207        0.6313686        0.7327606        0.9493157        1.2344494        1.5039379
      0.2368741        0.2338397        0.3762776        0.6284572        0.7293816        0.9449382        1.2287570        1.4970028
      0.2374991        0.1657431        0.3745503        0.6255723        0.7260335        0.9406006        1.2231165        1.4901310
      0.2381241        0.1110623        0.3728385        0.6227132        0.7227153        0.9363017        1.2175265        1.4833206
      0.2387491        0.1019224        0.3711416        0.6198792        0.7194261        0.9320405        1.2119854        1.4765698
      0.2393741        0.1805083        0.3694594        0.6170695        0.7161652        0.9278159        1.2064919        1.4698771
      0.2399991        0.3061574        0.3677914        0.6142836        0.7129319        0.9236270        1.2010448        1.4632409
      0.2406241        0.3738820        0.3661372        0.6115208        0.7097254        0.9194729        1.1956430        1.4566599
      0.2412491        0.3480740        0.3644966        0.6087806        0.7065452        0.9153529        1.1902855        1.4501327
      0.2418741        0.3058536        0.3628692        0.6060627        0.7033908        0.9112661        1.1849713        1.4436584
      0.2424991        0.3237820        0.3612549        0.6033664        0.7002615        0.9072121        1.1796996        1.4372359
      0.2431241        0.3811974        0.3596533        0.6006915        0.6971570        0.9031901        1.1744696        1.4308642
      0.2437491        0.3985828        0.3580644        0.5980376        0.6940769        0.8991998        1.1692807        1.4245425
      0.2443741        0.3349466        0.3564878        0.5954044        0.6910209        0.8952406        1.1641323        1.4182701
      0.2449991        0.2281177        0.3549235        0.5927917        0.6879886        0.8913121        1.1590239        1.4120466
      0.2456241        0.1559120        0.3533713        0.5901992        0.6849798        0.8874141        1.1539552        1.4058712
      0.2462491        0.1547717        0.3518311        0.5876268        0.6819943        0.8835463        1.1489256        1.3997437
      0.2468741        0.1917682        0.3503029        0.5850744        0.6790319        0.8797085        1.1439351        1.3936637
      0.2474991        0.2507349        0.3487865        0.5825418        0.6760926        0.8759005        1.1389834        1.3876310
      0.2481241        0.3471329        0.3472820        0.5800290        0.6731763        0.8721223        1.1340704        1.3816455
      0.2487491        0.4266505        0.3457894        0.5775359        0.6702829        0.8683738        1.1291960        1.3757069
      0.2493741        0.4110169        0.3443085        0.5750626        0.6674124        0.8646550        1.1243602        1.3698155
      0.2499991        0.3156217        0.3428395        0.5726091        0.6645649        0.8609659        1.1195631        1.3639711
      0.2506241        0.2182151        0.3413824        0.5701754        0.6617404        0.8573067        1.1148048        1.3581740
      0.2512491        0.1809732        0.3399372        0.5677617        0.6589390        0.8536774        1.1100854        1.3524244
      0.2518741        0.2118160        0.3385040        0.5653679        0.6561608        0.8500782        1.1054051        1.3467224
      0.2524991        0.2863400        0.3370828        0.5629943        0.6534060        0.8465092        1.1007642        1.3410683
      0.2531241        0.3856770        0.3356738        0.5606409        0.6506747        0.8429707        1.0961629        1.3354625
      0.2537490        0.4665623        0.3342770        0.5583079        0.6479671        0.8394629        1.0916015        1.3299053
      0.2543740        0.4884769        0.3328925        0.5559956        0.6452834        0.8359861        1.0870804        1.3243972
      0.2549990        0.4794496        0.3315204        0.5537040        0.6426237        0.8325404        1.0825998        1.3189385
      0.2556240        0.4765976        0.3301609        0.5514333        0.6399884        0.8291263        1.0781602        1.3135297
      0.2562490        0.4555939        0.3288140        0.5491838        0.6373776        0.8257439        1.0737619        1.3081713
      0.2568740        0.3822693        0.3274799        0.5469556        0.6347916        0.8223937        1.0694054        1.3028637
      0.2574990        0.3089374        0.3261587        0.5447489        0.6322306        0.8190758        1.0650910        1.2976074
      0.2581240        0.3427580        0.3248506        0.5425640        0.6296948        0.8157906        1.0608190        1.2924029
      0.2587490        0.4739966        0.3235555        0.5404010        0.6271845        0.8125384        1.0565900        1.2872506
      0.2593740        0.5577909        0.3222737        0.5382602        0.6246999        0.8093195        1.0524043        1.2821511
      0.2599990        0.5023145        0.3210053        0.5361417        0.6222412        0.8061342        1.0482623        1.2771049
      0.2606240        0.3525456        0.3197504        0.5340458        0.6198086        0.8029827        1.0441642        1.2721122
      0.2612490        0.2245962        0.3185091        0.5319725        0.6174024        0.7998654        1.0401106        1.2671737
      0.2618740        0.2186005        0.3172815        0.5299221        0.6150228        0.7967825        1.0361017        1.2622896
      0.2624990        0.3644656        0.3160676        0.5278948        0.6126698        0.7937342        1.0321378        1.2574603
      0.2631240        0.6500812        0.3148676        0.5258906        0.6103438        0.7907207        1.0282192        1.2526863
      0.2637490        0.9775234        0.3136816        0.5239097        0.6080448        0.7877422        1.0243461        1.2479677
      0.2643740        1.1173933        0.3125096        0.5219522        0.6057729        0.7847990        1.0205188        1.2433049
      0.2649990        0.9937480        0.3113516        0.5200182        0.6035283        0.7818910        1.0167375        1.2386980
      0.2656240        0.8582039        0.3102078        0.5181077        0.6013111        0.7790185        1.0130022        1.2341473
      0.2662490        0.8845970        0.3090781        0.5162209        0.5991212        0.7761815        1.0093131        1.2296528
      0.2668740        0.9017959        0.3079625        0.5143577        0.5969589        0.7733801        1.0056702        1.2252147
      0.2674990        0.7512553        0.3068612        0.5125182        0.5948239        0.7706142        1.0020736        1.2208329
      0.2681240        0.5547966        0.3057740        0.5107024        0.5927165        0.7678839        0.9985233        1.2165075
      0.2687490        0.4988253        0.3047009        0.5089101        0.5906364        0.7651891        0.9950191        1.2122383
      0.2693740        0.6183480        0.3036419        0.5071414        0.5885837        0.7625297        0.9915609        1.2080252
      0.2699990        0.7897140        0.3025970        0.5053962        0.5865582        0.7599057        0.9881487        1.2038681
      0.2706240        0.8289128        0.3015660        0.5036743        0.5845598        0.7573167        0.9847821        1.1997665
      0.2712490        0.6916587        0.3005490        0.5019757        0.5825884        0.7547626        0.9814609        1.1957203
      0.2718740        0.5208648        0.2995458        0.5003001        0.5806437        0.7522433        0.9781848        1.1917290
      0.2724990        0.4224395        0.2985563        0.4986474        0.5787256        0.7497583        0.9749535        1.1877923
      0.2731240        0.3581050        0.2975803        0.4970174        0.5768338        0.7473075        0.9717665        1.1839096
      0.2737490        0.2858045        0.2966178        0.4954099        0.5749681        0.7448904        0.9686234        1.1800803
      0.2743740        0.2276950        0.2956686        0.4938245        0.5731282        0.7425066        0.9655237        1.1763040
      0.2749990        0.2050083        0.2947326        0.4922611        0.5713137        0.7401559        0.9624669        1.1725798
      0.2756240        0.2303246        0.2938094        0.4907193        0.5695243        0.7378377        0.9594524        1.1689072
      0.2762490        0.3103187        0.2928991        0.4891988        0.5677596        0.7355515        0.9564796        1.1652854
      0.2768740        0.3925488        0.2920013        0.4876993        0.5660193        0.7332969        0.9535478        1.1617135
      0.2774990        0.3994577        0.2911158        0.4862204        0.5643030        0.7310733        0.9506563        1.1581908
      0.2781240        0.3369821        0.2902425        0.4847618        0.5626101        0.7288801        0.9478044        1.1547163
      0.2787490        0.2975345        0.2893811        0.4833230        0.5609403        0.7267168        0.9449913        1.1512892
      0.2793740        0.3439518        0.2885313        0.4819037        0.5592930        0.7245828        0.9422163        1.1479084
      0.2799990        0.4174836        0.2876929        0.4805035        0.5576679        0.7224774        0.9394785        1.1445729
      0.2806239        0.4229188        0.2868657        0.4791218        0.5560644        0.7204000        0.9367772        1.1412818
      0.2812489        0.4006411        0.2860493        0.4777584        0.5544820        0.7183499        0.9341113        1.1380340
      0.2818739        0.4551174        0.2852436        0.4764127        0.5529202        0.7163265        0.9314802        1.1348285
      0.2824989        0.5331042        0.2844482        0.4750842        0.5513784        0.7143291        0.9288828        1.1316641
      0.2831239        0.4930126        0.2836629        0.4737726        0.5498561        0.7123569        0.9263183        1.1285397
      0.2837489        0.3351220        0.2828874        0.4724773        0.5483528        0.7104093        0.9237858        1.1254543
      0.2843739        0.1752856        0.2821214        0.4711979        0.5468679        0.7084856        0.9212843        1.1224067
      0.2849989        0.0810908        0.2813646        0.4699339        0.5454010        0.7065851        0.9188129        1.1193958
      0.2856239        0.0440630        0.2806167        0.4686848        0.5439513        0.7047070        0.9163707        1.1164205
      0.2862489        0.0392802        0.2798775        0.4674502        0.5425184        0.7028507        0.9139568        1.1134796
      0.2868739        0.0554363        0.2791467        0.4662296        0.5411018        0.7010154        0.9115703        1.1105721
      0.2874989        0.0856027        0.2784240        0.4650225        0.5397009        0.6992004        0.9092102        1.1076968
      0.2881239        0.1120496        0.2777091        0.4638285        0.5383151        0.6974052        0.9068757        1.1048527
      0.2887489        0.1126979        0.2770018        0.4626471        0.5369440        0.6956289        0.9045659        1.1020386
      0.2893739        0.0860361        0.2763017        0.4614779        0.5355871        0.6938709        0.9022799        1.0992535
      0.2899989        0.0595104        0.2756087        0.4603205        0.5342437        0.6921306        0.9000168        1.0964965
      0.2906239        0.0722427        0.2749225        0.4591744        0.5329136        0.6904073        0.8977759        1.0937664
      0.2912489        0.1587029        0.2742428        0.4580391        0.5315960        0.6887004        0.8955563        1.0910622
      0.2918739        0.3084952        0.2735694        0.4569144        0.5302907        0.6870093        0.8933573        1.0883831
      0.2924989        0.4331704        0.2729021        0.4557998        0.5289971        0.6853334        0.8911781        1.0857282
      0.2931239        0.4604289        0.2722406        0.4546950        0.5277149        0.6836722        0.8890179        1.0830964
      0.2937489        0.4292182        0.2715847        0.4535996        0.5264435        0.6820251        0.8868761        1.0804870
      0.2943739        0.3961287        0.2709342        0.4525132        0.5251826        0.6803916        0.8847520        1.0778992
      0.2949989        0.3556654        0.2702890        0.4514355        0.5239319        0.6787712        0.8826449        1.0753321
      0.2956239        0.3021047        0.2696488        0.4503662        0.5226909        0.6771635        0.8805543        1.0727851
      0.2962489        0.2432485        0.2690134        0.4493051        0.5214593        0.6755679        0.8784795        1.0702574
      0.2968739        0.1880030        0.2683828        0.4482517        0.5202368        0.6739842        0.8764200        1.0677483
      0.2974989        0.1672913        0.2677566        0.4472060        0.5190232        0.6724118        0.8743754        1.0652574
      0.2981239        0.1845732        0.2671349        0.4461676        0.5178180        0.6708505        0.8723451        1.0627838
      0.2987489        0.1996253        0.2665174        0.4451363        0.5166211        0.6692998        0.8703287        1.0603273
      0.2993739        0.1983146        0.2659041        0.4441119        0.5154322        0.6677596        0.8683259        1.0578872
      0.2999989        0.1868134        0.2652948        0.4430942        0.5142511        0.6662294        0.8663361        1.0554631
      0.3006239        0.1604907        0.2646894        0.4420831        0.5130776        0.6647092        0.8643592        1.0530546
      0.3012489        0.1369380        0.2640879        0.4410784        0.5119116        0.6631985        0.8623948        1.0506613
      0.3018739        0.1379269        0.2634901        0.4400800        0.5107528        0.6616972        0.8604427        1.0482830
      0.3024989        0.1396728        0.2628959        0.4390877        0.5096011        0.6602052        0.8585025        1.0459193
      0.3031239        0.1146094        0.2623054        0.4381014        0.5084565        0.6587223        0.8565742        1.0435701
      0.3037489        0.0799972        0.2617185        0.4371212        0.5073188        0.6572484        0.8546576        1.0412350
      0.3043739        0.0630967        0.2611351        0.4361468        0.5061880        0.6557834        0.8527525        1.0389140
      0.3049989        0.0702802        0.2605553        0.4351783        0.5050639        0.6543271        0.8508589        1.0366070
      0.3056239        0.1004708        0.2599789        0.4342156        0.5039466        0.6528796        0.8489766        1.0343138
      0.3062489        0.1436709        0.2594059        0.4332587        0.5028361        0.6514409        0.8471057        1.0320345
      0.3068738        0.1729451        0.2588365        0.4323076        0.5017322        0.6500108        0.8452461        1.0297690
      0.3074988        0.1738411        0.2582705        0.4313623        0.5006352        0.6485895        0.8433979        1.0275173
      0.3081238        0.1607960        0.2577081        0.4304229        0.4995449        0.6471770        0.8415612        1.0252795
      0.3087488        0.1431366        0.2571491        0.4294893        0.4984614        0.6457733        0.8397359        1.0230558
      0.3093738        0.1141262        0.2565937        0.4285617        0.4973848        0.6443785        0.8379222        1.0208461
      0.3099988        0.0806384        0.2560419        0.4276400        0.4963151        0.6429928        0.8361201        1.0186507
      0.3106238        0.0686295        0.2554937        0.4267245        0.4952525        0.6416161        0.8343300        1.0164698
      0.3112488        0.0982002        0.2549492        0.4258150        0.4941970        0.6402487        0.8325518        1.0143034
      0.3118738        0.1554004        0.2544084        0.4249118        0.4931487        0.6388906        0.8307859        1.0121520
      0.3124988        0.1952912        0.2538714        0.4240149        0.4921078        0.6375421        0.8290323        1.0100156
      0.3131238        0.1941255        0.2533383        0.4231245        0.4910744        0.6362032        0.8272914        1.0078945
      0.3137488        0.1686468        0.2528091        0.4222406        0.4900486        0.6348743        0.8255632        1.0057891
      0.3143738        0.1330509        0.2522839        0.4213634        0.4890305        0.6335553        0.8238481        1.0036996
      0.3149988        0.0923390        0.2517627        0.4204930        0.4880204        0.6322466        0.8221464        1.0016264
      0.3156238        0.0739558        0.2512458        0.4196296        0.4870183        0.6309484        0.8204582        0.9995696
      0.3162488        0.1102324        0.2507330        0.4187732        0.4860244        0.6296607        0.8187838        0.9975297
      0.3168738        0.1862142        0.2502246        0.4179241        0.4850388        0.6283840        0.8171235        0.9955070
      0.3174988        0.2497086        0.2497206        0.4170823        0.4840618        0.6271182        0.8154776        0.9935018
      0.3181238        0.2827711        0.2492210        0.4162479        0.4830935        0.6258637        0.8138463        0.9915144
      0.3187488        0.3028953        0.2487261        0.4154212        0.4821341        0.6246207        0.8122300        0.9895451
      0.3193738        0.2951265        0.2482358        0.4146023        0.4811836        0.6233894        0.8106288        0.9875944
      0.3199988        0.2322900        0.2477502        0.4137913        0.4802423        0.6221699        0.8090431        0.9856625
      0.3206238        0.1467107        0.2472694        0.4129883        0.4793104        0.6209626        0.8074730        0.9837498
      0.3212488        0.1040498        0.2467935        0.4121934        0.4783879        0.6197675        0.8059190        0.9818565
      0.3218738        0.1344294        0.2463226        0.4114069        0.4774751        0.6185849        0.8043812        0.9799829
      0.3224988        0.2149205        0.2458567        0.4106288        0.4765720        0.6174149        0.8028598        0.9781294
      0.3231238        0.2869952        0.2453959        0.4098592        0.4756788        0.6162577        0.8013550        0.9762961
      0.3237488        0.2999225        0.2449403        0.4090982        0.4747956        0.6151135        0.7998672        0.9744835
      0.3243738        0.2535336        0.2444899        0.4083459        0.4739226        0.6139825        0.7983964        0.9726916
      0.3249988        0.1895677        0.2440448        0.4076025        0.4730598        0.6128647        0.7969429        0.9709208
      0.3256238        0.1412392        0.2436050        0.4068680        0.4722073        0.6117603        0.7955068        0.9691712
      0.3262488        0.1133850        0.2431706        0.4061425        0.4713652        0.6106694        0.7940882        0.9674429
      0.3268738        0.1264714        0.2427416        0.4054260        0.4705337        0.6095921        0.7926873        0.9657362
      0.3274988        0.2185111        0.2423181        0.4047186        0.4697127        0.6085285        0.7913042        0.9640512
      0.3281238        0.3485354        0.2419000        0.4040204        0.4689023        0.6074786        0.7899390        0.9623880
      0.3287488        0.3885749        0.2414874        0.4033313        0.4681026        0.6064425        0.7885918        0.9607466
      0.3293738        0.3007736        0.2410804        0.4026514        0.4673135        0.6054202        0.7872625        0.9591271
      0.3299988        0.2162156        0.2406788        0.4019807        0.4665351        0.6044118        0.7859511        0.9575295
      0.3306238        0.2387331        0.2402828        0.4013192        0.4657674        0.6034172        0.7846578        0.9559538
      0.3312488        0.2934805        0.2398922        0.4006669        0.4650104        0.6024364        0.7833824        0.9544000
      0.3318738        0.2647890        0.2395071        0.4000238        0.4642640        0.6014694        0.7821250        0.9528680
      0.3324988        0.1627430        0.2391275        0.3993898        0.4635281        0.6005161        0.7808853        0.9513578
      0.3331238        0.0744753        0.2387533        0.3987648        0.4628028        0.5995764        0.7796634        0.9498691
      0.3337487        0.0462582        0.2383845        0.3981488        0.4620879        0.5986503        0.7784591        0.9484018
      0.3343737        0.0617842        0.2380211        0.3975418        0.4613834        0.5977375        0.7772722        0.9469559
      0.3349987        0.0860476        0.2376629        0.3969436        0.4606891        0.5968381        0.7761026        0.9455309
      0.3356237        0.1129893        0.2373100        0.3963541        0.4600050        0.5959518        0.7749501        0.9441268
      0.3362487        0.1627070        0.2369622        0.3957733        0.4593309        0.5950785        0.7738144        0.9427433
      0.3368737        0.2495959        0.2366196        0.3952010        0.4586667        0.5942179        0.7726955        0.9413800
