%Data filename = Scores_age_AC_500-c1-c3
%Multiplication factor for 99.99% Chi2 CL = 3.97845
%Multiplication factor for  99.9% Chi2 CL = 3.26556
%Multiplication factor for   99% Chi2 CL = 2.51128
%Multiplication factor for   95% Chi2 CL = 1.93841
%Multiplication factor for   90% Chi2 CL = 1.67020
%     Frequency       Real_Power   SWA_background        90%Chi2CL        95%Chi2CL        99%Chi2CL      99.9%Chi2CL     99.99%Chi2CL
      0.5131231        0.2072101        0.1543591        0.2578100        0.2992119        0.3876390        0.5040691        0.6141107
      0.5137481        0.3303211        0.1542800        0.2576777        0.2990584        0.3874402        0.5038105        0.6137957
      0.5143731        0.5277738        0.1542094        0.2575600        0.2989217        0.3872630        0.5035802        0.6135151
      0.5149981        0.6993151        0.1541475        0.2574565        0.2988016        0.3871075        0.5033779        0.6132686
      0.5156231        0.7379731        0.1540940        0.2573672        0.2986980        0.3869732        0.5032033        0.6130559
      0.5162481        0.6200818        0.1540489        0.2572919        0.2986106        0.3868599        0.5030561        0.6128765
      0.5168731        0.4240857        0.1540121        0.2572304        0.2985392        0.3867675        0.5029358        0.6127301
      0.5174981        0.2402681        0.1539834        0.2571825        0.2984836        0.3866955        0.5028422        0.6126160
      0.5181231        0.1141928        0.1539628        0.2571480        0.2984436        0.3866436        0.5027748        0.6125338
      0.5187481        0.0577571        0.1539500        0.2571267        0.2984189        0.3866116        0.5027331        0.6124830
      0.5193731        0.0529085        0.1539450        0.2571182        0.2984091        0.3865989        0.5027166        0.6124630
      0.5199981        0.0627655        0.1539475        0.2571225        0.2984140        0.3866052        0.5027248        0.6124730
      0.5206230        0.0608700        0.1539574        0.2571390        0.2984332        0.3866301        0.5027572        0.6125125
      0.5212480        0.0468219        0.1539746        0.2571677        0.2984664        0.3866732        0.5028132        0.6125807
      0.5218730        0.0389480        0.1539988        0.2572081        0.2985133        0.3867340        0.5028922        0.6126769
      0.5224980        0.0528281        0.1540298        0.2572599        0.2985735        0.3868120        0.5029936        0.6128005
      0.5231230        0.0844724        0.1540675        0.2573229        0.2986467        0.3869067        0.5031168        0.6129506
      0.5237480        0.1243332        0.1541117        0.2573968        0.2987323        0.3870177        0.5032611        0.6131264
      0.5243730        0.1900063        0.1541622        0.2574810        0.2988301        0.3871444        0.5034259        0.6133271
      0.5249980        0.2935987        0.1542187        0.2575754        0.2989397        0.3872863        0.5036105        0.6135520
      0.5256230        0.3798467        0.1542811        0.2576796        0.2990606        0.3874430        0.5038142        0.6138002
      0.5262480        0.3840555        0.1543491        0.2577932        0.2991925        0.3876138        0.5040363        0.6140708
      0.5268730        0.3163650        0.1544226        0.2579159        0.2993348        0.3877982        0.5042762        0.6143630
      0.5274980        0.2340358        0.1545012        0.2580473        0.2994873        0.3879958        0.5045331        0.6146760
      0.5281230        0.1829669        0.1545849        0.2581870        0.2996495        0.3882059        0.5048063        0.6150089
      0.5287480        0.1628392        0.1546734        0.2583348        0.2998210        0.3884280        0.5050951        0.6153608
      0.5293730        0.1512930        0.1547664        0.2584901        0.3000013        0.3886616        0.5053989        0.6157308
      0.5299980        0.1662234        0.1548637        0.2586528        0.3001900        0.3889062        0.5057169        0.6161182
      0.5306230        0.2289363        0.1549653        0.2588223        0.3003868        0.3891611        0.5060484        0.6165221
      0.5312480        0.2952847        0.1550707        0.2589984        0.3005912        0.3894259        0.5063927        0.6169416
      0.5318730        0.3095044        0.1551798        0.2591807        0.3008028        0.3897000        0.5067491        0.6173758
      0.5324980        0.2746199        0.1552925        0.2593689        0.3010211        0.3899829        0.5071170        0.6178240
      0.5331230        0.2167370        0.1554084        0.2595625        0.3012459        0.3902740        0.5074956        0.6182852
      0.5337480        0.1537201        0.1555275        0.2597613        0.3014766        0.3905729        0.5078843        0.6187588
      0.5343730        0.1131391        0.1556494        0.2599649        0.3017129        0.3908791        0.5082824        0.6192438
      0.5349980        0.1042136        0.1557740        0.2601730        0.3019544        0.3911920        0.5086892        0.6197395
      0.5356230        0.1018648        0.1559010        0.2603852        0.3022007        0.3915111        0.5091042        0.6202450
      0.5362480        0.0905800        0.1560304        0.2606013        0.3024515        0.3918359        0.5095266        0.6207596
      0.5368730        0.0803420        0.1561618        0.2608208        0.3027063        0.3921660        0.5099558        0.6212826
      0.5374980        0.1031853        0.1562952        0.2610435        0.3029647        0.3925009        0.5103913        0.6218131
      0.5381230        0.1813088        0.1564302        0.2612691        0.3032265        0.3928401        0.5108323        0.6223504
      0.5387480        0.2562485        0.1565668        0.2614972        0.3034913        0.3931830        0.5112783        0.6228938
      0.5393730        0.2436012        0.1567047        0.2617276        0.3037586        0.3935294        0.5117287        0.6234425
      0.5399980        0.1682393        0.1568438        0.2619598        0.3040282        0.3938787        0.5121829        0.6239958
      0.5406230        0.1232263        0.1569839        0.2621938        0.3042997        0.3942304        0.5126402        0.6245530
      0.5412480        0.1305885        0.1571247        0.2624290        0.3045727        0.3945841        0.5131002        0.6251134
      0.5418730        0.1396489        0.1572662        0.2626653        0.3048470        0.3949394        0.5135622        0.6256763
      0.5424980        0.1266832        0.1574081        0.2629024        0.3051221        0.3952958        0.5140257        0.6262409
      0.5431230        0.1189714        0.1575503        0.2631399        0.3053978        0.3956530        0.5144901        0.6268067
      0.5437480        0.1244984        0.1576927        0.2633776        0.3056736        0.3960104        0.5149548        0.6273729
      0.5443730        0.1214488        0.1578349        0.2636152        0.3059494        0.3963676        0.5154194        0.6279389
      0.5449980        0.1132014        0.1579769        0.2638524        0.3062247        0.3967243        0.5158832        0.6285039
      0.5456230        0.1209905        0.1581186        0.2640889        0.3064992        0.3970799        0.5163456        0.6290673
      0.5462480        0.1595423        0.1582596        0.2643245        0.3067726        0.3974341        0.5168063        0.6296285
      0.5468729        0.2286298        0.1583999        0.2645589        0.3070446        0.3977865        0.5172645        0.6301868
      0.5474979        0.2839737        0.1585393        0.2647917        0.3073149        0.3981366        0.5177198        0.6307414
      0.5481229        0.2897535        0.1586777        0.2650228        0.3075830        0.3984841        0.5181715        0.6312918
      0.5487479        0.2997841        0.1588148        0.2652518        0.3078488        0.3988284        0.5186193        0.6318373
      0.5493729        0.3814999        0.1589505        0.2654785        0.3081119        0.3991692        0.5190625        0.6323773
      0.5499979        0.4942309        0.1590847        0.2657025        0.3083719        0.3995061        0.5195005        0.6329109
      0.5506229        0.5258219        0.1592171        0.2659237        0.3086286        0.3998386        0.5199329        0.6334377
      0.5512479        0.4440133        0.1593476        0.2661417        0.3088816        0.4001664        0.5203591        0.6339570
      0.5518729        0.3301316        0.1594760        0.2663562        0.3091306        0.4004889        0.5207786        0.6344680
      0.5524979        0.2424188        0.1596023        0.2665670        0.3093752        0.4008059        0.5211908        0.6349702
      0.5531229        0.1799998        0.1597261        0.2667738        0.3096153        0.4011169        0.5215952        0.6354628
      0.5537479        0.1637910        0.1598474        0.2669764        0.3098503        0.4014214        0.5219912        0.6359453
      0.5543729        0.1988116        0.1599659        0.2671744        0.3100801        0.4017192        0.5223783        0.6364170
      0.5549979        0.2409595        0.1600816        0.2673676        0.3103044        0.4020096        0.5227561        0.6368772
      0.5556229        0.2744433        0.1601942        0.2675557        0.3105227        0.4022925        0.5231238        0.6373252
      0.5562479        0.2971979        0.1603036        0.2677385        0.3107348        0.4025673        0.5234812        0.6377606
      0.5568729        0.2743010        0.1604097        0.2679156        0.3109404        0.4028336        0.5238275        0.6381826
      0.5574979        0.2103314        0.1605123        0.2680869        0.3111392        0.4030912        0.5241624        0.6385906
      0.5581229        0.1592153        0.1606111        0.2682520        0.3113309        0.4033395        0.5244854        0.6389840
      0.5587479        0.1412685        0.1607062        0.2684108        0.3115151        0.4035782        0.5247958        0.6393622
      0.5593729        0.1474441        0.1607973        0.2685630        0.3116918        0.4038070        0.5250933        0.6397247
      0.5599979        0.1680436        0.1608843        0.2687083        0.3118604        0.4040255        0.5253774        0.6400708
      0.5606229        0.1759624        0.1609671        0.2688465        0.3120208        0.4042334        0.5256477        0.6404001
      0.5612479        0.1517179        0.1610455        0.2689775        0.3121728        0.4044302        0.5259037        0.6407119
      0.5618729        0.1146579        0.1611193        0.2691008        0.3123160        0.4046157        0.5261449        0.6410058
      0.5624979        0.0890883        0.1611886        0.2692165        0.3124502        0.4047896        0.5263711        0.6412814
      0.5631229        0.0751097        0.1612531        0.2693242        0.3125752        0.4049516        0.5265817        0.6415380
      0.5637479        0.0746115        0.1613128        0.2694239        0.3126909        0.4051014        0.5267765        0.6417753
      0.5643729        0.1097506        0.1613674        0.2695152        0.3127969        0.4052388        0.5269551        0.6419929
      0.5649979        0.1843135        0.1614171        0.2695981        0.3128931        0.4053634        0.5271172        0.6421904
      0.5656229        0.2435979        0.1614616        0.2696724        0.3129793        0.4054751        0.5272625        0.6423673
      0.5662479        0.2277848        0.1615008        0.2697380        0.3130554        0.4055737        0.5273907        0.6425235
      0.5668729        0.1584517        0.1615348        0.2697947        0.3131213        0.4056590        0.5275016        0.6426586
      0.5674979        0.1061464        0.1615634        0.2698425        0.3131767        0.4057308        0.5275949        0.6427724
      0.5681229        0.1025674        0.1615866        0.2698812        0.3132216        0.4057890        0.5276706        0.6428646
      0.5687479        0.1338901        0.1616043        0.2699107        0.3132559        0.4058335        0.5277284        0.6429350
      0.5693729        0.1772164        0.1616164        0.2699311        0.3132796        0.4058641        0.5277682        0.6429835
      0.5699979        0.2229448        0.1616231        0.2699422        0.3132925        0.4058808        0.5277900        0.6430100
      0.5706229        0.2604612        0.1616242        0.2699441        0.3132946        0.4058836        0.5277936        0.6430144
      0.5712479        0.2510188        0.1616198        0.2699366        0.3132860        0.4058724        0.5277790        0.6429967
      0.5718729        0.1797205        0.1616097        0.2699199        0.3132665        0.4058472        0.5277463        0.6429568
      0.5724979        0.1068984        0.1615941        0.2698938        0.3132363        0.4058081        0.5276954        0.6428948
      0.5731229        0.0866110        0.1615730        0.2698586        0.3131954        0.4057550        0.5276264        0.6428108
      0.5737478        0.1016965        0.1615464        0.2698141        0.3131438        0.4056882        0.5275395        0.6427048
      0.5743728        0.1280151        0.1615143        0.2697605        0.3130815        0.4056076        0.5274346        0.6425771
      0.5749978        0.1666816        0.1614768        0.2696978        0.3130088        0.4055133        0.5273121        0.6424278
      0.5756228        0.2081205        0.1614339        0.2696262        0.3129256        0.4054056        0.5271720        0.6422572
      0.5762478        0.2326478        0.1613857        0.2695457        0.3128322        0.4052845        0.5270146        0.6420654
      0.5768728        0.2214012        0.1613322        0.2694564        0.3127286        0.4051503        0.5268401        0.6418528
      0.5774978        0.1748482        0.1612736        0.2693585        0.3126150        0.4050032        0.5266488        0.6416197
      0.5781228        0.1344599        0.1612100        0.2692522        0.3124916        0.4048433        0.5264409        0.6413664
      0.5787478        0.1296798        0.1611413        0.2691376        0.3123586        0.4046710        0.5262167        0.6410933
      0.5793728        0.1377402        0.1610678        0.2690148        0.3122161        0.4044864        0.5259767        0.6408009
      0.5799978        0.1335605        0.1609896        0.2688841        0.3120644        0.4042898        0.5257211        0.6404895
      0.5806228        0.1188263        0.1609066        0.2687456        0.3119036        0.4040815        0.5254503        0.6401596
      0.5812478        0.1040068        0.1608192        0.2685995        0.3117341        0.4038619        0.5251647        0.6398116
      0.5818728        0.1034204        0.1607273        0.2684460        0.3115560        0.4036312        0.5248647        0.6394461
      0.5824978        0.1256411        0.1606311        0.2682854        0.3113696        0.4033897        0.5245507        0.6390635
      0.5831228        0.1512730        0.1605308        0.2681179        0.3111752        0.4031378        0.5242231        0.6386645
      0.5837478        0.1463844        0.1604265        0.2679437        0.3109730        0.4028758        0.5238824        0.6382494
      0.5843728        0.1175505        0.1603183        0.2677629        0.3107632        0.4026041        0.5235291        0.6378189
      0.5849978        0.1318010        0.1602064        0.2675760        0.3105462        0.4023230        0.5231635        0.6373735
      0.5856228        0.2301100        0.1600908        0.2673830        0.3103222        0.4020328        0.5227862        0.6369138
      0.5862478        0.3402020        0.1599718        0.2671842        0.3100916        0.4017339        0.5223975        0.6364404
      0.5868728        0.3577239        0.1598495        0.2669799        0.3098545        0.4014268        0.5219981        0.6359538
      0.5874978        0.2762403        0.1597240        0.2667703        0.3096112        0.4011116        0.5215883        0.6354545
      0.5881228        0.1688882        0.1595955        0.2665557        0.3093621        0.4007889        0.5211687        0.6349432
      0.5887478        0.1054769        0.1594641        0.2663362        0.3091074        0.4004589        0.5207396        0.6344205
      0.5893728        0.1094982        0.1593300        0.2661122        0.3088474        0.4001221        0.5203016        0.6338869
      0.5899978        0.1431396        0.1591932        0.2658839        0.3085824        0.3997787        0.5198551        0.6333429
      0.5906228        0.1511630        0.1590541        0.2656514        0.3083126        0.3994292        0.5194006        0.6327892
      0.5912478        0.1305128        0.1589125        0.2654151        0.3080383        0.3990739        0.5189385        0.6322262
      0.5918728        0.1302557        0.1587689        0.2651751        0.3077598        0.3987130        0.5184693        0.6316546
      0.5924978        0.2028246        0.1586231        0.2649317        0.3074773        0.3983471        0.5179934        0.6310748
      0.5931228        0.3351843        0.1584755        0.2646851        0.3071911        0.3979763        0.5175113        0.6304874
      0.5937478        0.4173529        0.1583261        0.2644355        0.3069014        0.3976010        0.5170233        0.6298929
      0.5943728        0.3814669        0.1581750        0.2641832        0.3066086        0.3972216        0.5165299        0.6292918
      0.5949978        0.3111159        0.1580224        0.2639283        0.3063127        0.3968383        0.5160315        0.6286846
      0.5956228        0.2814943        0.1578683        0.2636710        0.3060141        0.3964515        0.5155285        0.6280718
      0.5962478        0.2542561        0.1577130        0.2634116        0.3057130        0.3960614        0.5150213        0.6274538
      0.5968728        0.2026980        0.1575565        0.2631502        0.3054097        0.3956684        0.5145102        0.6268311
      0.5974978        0.1509037        0.1573989        0.2628870        0.3051042        0.3952726        0.5139955        0.6262042
      0.5981228        0.1090734        0.1572403        0.2626222        0.3047969        0.3948745        0.5134778        0.6255734
      0.5987478        0.0825923        0.1570809        0.2623559        0.3044879        0.3944742        0.5129573        0.6249392
      0.5993728        0.0783475        0.1569208        0.2620884        0.3041774        0.3940720        0.5124342        0.6243020
      0.5999978        0.0866840        0.1567600        0.2618198        0.3038657        0.3936681        0.5119091        0.6236622
      0.6006227        0.0945398        0.1565986        0.2615503        0.3035529        0.3932628        0.5113821        0.6230202
      0.6012477        0.0884326        0.1564367        0.2612800        0.3032391        0.3928564        0.5108536        0.6223763
      0.6018727        0.0620753        0.1562745        0.2610090        0.3029247        0.3924490        0.5103238        0.6217309
      0.6024977        0.0371197        0.1561120        0.2607376        0.3026097        0.3920409        0.5097931        0.6210844
      0.6031227        0.0416394        0.1559493        0.2604658        0.3022943        0.3916323        0.5092618        0.6204370
      0.6037477        0.0749640        0.1557864        0.2601939        0.3019786        0.3912233        0.5087300        0.6197891
      0.6043727        0.1105270        0.1556236        0.2599218        0.3016629        0.3908143        0.5081981        0.6191411
      0.6049977        0.1322255        0.1554607        0.2596498        0.3013472        0.3904053        0.5076663        0.6184933
      0.6056227        0.1705763        0.1552980        0.2593780        0.3010318        0.3899967        0.5071349        0.6178458
      0.6062477        0.2732241        0.1551354        0.2591066        0.3007167        0.3895885        0.5066041        0.6171992
      0.6068727        0.4082258        0.1549732        0.2588355        0.3004021        0.3891809        0.5060742        0.6165535
      0.6074977        0.4571149        0.1548112        0.2585650        0.3000882        0.3887742        0.5055453        0.6159091
      0.6081227        0.3723140        0.1546496        0.2582952        0.2997750        0.3883685        0.5050177        0.6152664
      0.6087477        0.2575142        0.1544885        0.2580261        0.2994627        0.3879639        0.5044916        0.6146255
      0.6093727        0.2266346        0.1543280        0.2577579        0.2991515        0.3875607        0.5039673        0.6139866
      0.6099977        0.2693649        0.1541680        0.2574907        0.2988414        0.3871589        0.5034449        0.6133502
      0.6106227        0.2930546        0.1540087        0.2572246        0.2985326        0.3867589        0.5029246        0.6127164
      0.6112477        0.2529371        0.1538501        0.2569598        0.2982251        0.3863606        0.5024067        0.6120854
      0.6118727        0.1966740        0.1536923        0.2566962        0.2979192        0.3859643        0.5018913        0.6114576
      0.6124977        0.1807450        0.1535353        0.2564340        0.2976149        0.3855701        0.5013787        0.6108330
      0.6131227        0.2036773        0.1533792        0.2561733        0.2973124        0.3851781        0.5008691        0.6102121
      0.6137477        0.2245939        0.1532241        0.2559142        0.2970117        0.3847886        0.5003625        0.6095950
      0.6143727        0.2125216        0.1530700        0.2556569        0.2967130        0.3844016        0.4998593        0.6089819
      0.6149977        0.1700939        0.1529170        0.2554013        0.2964164        0.3840173        0.4993595        0.6083730
      0.6156227        0.1195977        0.1527650        0.2551475        0.2961219        0.3836358        0.4988634        0.6077686
      0.6162477        0.1048408        0.1526143        0.2548958        0.2958297        0.3832572        0.4983712        0.6071689
      0.6168727        0.1732604        0.1524648        0.2546460        0.2955399        0.3828817        0.4978830        0.6065741
      0.6174977        0.2882321        0.1523166        0.2543985        0.2952525        0.3825095        0.4973989        0.6059844
      0.6181227        0.3313575        0.1521697        0.2541531        0.2949678        0.3821405        0.4969191        0.6053999
      0.6187477        0.2631907        0.1520241        0.2539100        0.2946857        0.3817751        0.4964439        0.6048209
      0.6193727        0.1752873        0.1518800        0.2536693        0.2944063        0.3814132        0.4959733        0.6042476
      0.6199977        0.1413501        0.1517374        0.2534311        0.2941298        0.3810549        0.4955075        0.6036800
      0.6206227        0.1439813        0.1515962        0.2531954        0.2938562        0.3807005        0.4950466        0.6031185
      0.6212477        0.1489074        0.1514566        0.2529622        0.2935856        0.3803500        0.4945908        0.6025632
      0.6218727        0.1493325        0.1513186        0.2527318        0.2933182        0.3800034        0.4941401        0.6020142
      0.6224977        0.1446831        0.1511823        0.2525040        0.2930538        0.3796610        0.4936948        0.6014717
      0.6231227        0.1297026        0.1510476        0.2522790        0.2927927        0.3793227        0.4932549        0.6009358
      0.6237477        0.1176246        0.1509146        0.2520569        0.2925349        0.3789887        0.4928206        0.6004066
      0.6243727        0.1312652        0.1507833        0.2518376        0.2922804        0.3786590        0.4923919        0.5998844
      0.6249977        0.1567904        0.1506538        0.2516213        0.2920294        0.3783338        0.4919690        0.5993691
      0.6256227        0.1596372        0.1505261        0.2514080        0.2917818        0.3780130        0.4915519        0.5988609
      0.6262477        0.1316534        0.1504001        0.2511977        0.2915377        0.3776968        0.4911407        0.5983600
      0.6268726        0.0919000        0.1502760        0.2509904        0.2912972        0.3773852        0.4907355        0.5978663
      0.6274976        0.0749117        0.1501538        0.2507863        0.2910602        0.3770782        0.4903363        0.5973800
      0.6281226        0.1027760        0.1500334        0.2505852        0.2908269        0.3767759        0.4899432        0.5969011
      0.6287476        0.1448823        0.1499150        0.2503873        0.2905972        0.3764784        0.4895563        0.5964297
      0.6293726        0.1466728        0.1497984        0.2501926        0.2903712        0.3761856        0.4891755        0.5959658
      0.6299976        0.1072978        0.1496837        0.2500010        0.2901489        0.3758975        0.4888010        0.5955095
      0.6306226        0.0787569        0.1495709        0.2498126        0.2899302        0.3756143        0.4884326        0.5950607
      0.6312476        0.0847064        0.1494600        0.2496274        0.2897153        0.3753358        0.4880705        0.5946195
      0.6318726        0.1017944        0.1493510        0.2494454        0.2895040        0.3750621        0.4877146        0.5941860
      0.6324976        0.1143414        0.1492439        0.2492665        0.2892965        0.3747932        0.4873650        0.5937600
      0.6331226        0.1223912        0.1491387        0.2490909        0.2890926        0.3745290        0.4870215        0.5933415
      0.6337476        0.1186598        0.1490354        0.2489183        0.2888923        0.3742696        0.4866841        0.5929305
      0.6343726        0.1017062        0.1489340        0.2487489        0.2886957        0.3740149        0.4863529        0.5925270
      0.6349976        0.0858437        0.1488344        0.2485826        0.2885027        0.3737649        0.4860278        0.5921309
      0.6356226        0.0832239        0.1487367        0.2484194        0.2883133        0.3735195        0.4857087        0.5917422
      0.6362476        0.0963139        0.1486408        0.2482593        0.2881274        0.3732787        0.4853956        0.5913606
      0.6368726        0.1343029        0.1485467        0.2481021        0.2879451        0.3730424        0.4850883        0.5909863
      0.6374976        0.2002601        0.1484544        0.2479479        0.2877661        0.3728106        0.4847869        0.5906190
      0.6381226        0.2537067        0.1483639        0.2477967        0.2875906        0.3725832        0.4844911        0.5902587
      0.6387476        0.2500200        0.1482750        0.2476483        0.2874184        0.3723601        0.4842010        0.5899053
      0.6393726        0.2052255        0.1481879        0.2475028        0.2872494        0.3721412        0.4839164        0.5895586
      0.6399976        0.1686215        0.1481024        0.2473600        0.2870837        0.3719265        0.4836373        0.5892185
      0.6406226        0.1611115        0.1480185        0.2472199        0.2869212        0.3717159        0.4833634        0.5888849
      0.6412476        0.1630440        0.1479363        0.2470825        0.2867617        0.3715094        0.4830948        0.5885576
      0.6418726        0.1539777        0.1478556        0.2469477        0.2866053        0.3713067        0.4828312        0.5882365
      0.6424976        0.1361244        0.1477764        0.2468155        0.2864518        0.3711078        0.4825727        0.5879215
      0.6431226        0.1101913        0.1476987        0.2466857        0.2863012        0.3709127        0.4823189        0.5876123
      0.6437476        0.0806588        0.1476224        0.2465583        0.2861533        0.3707212        0.4820699        0.5873089
      0.6443726        0.0689572        0.1475476        0.2464333        0.2860082        0.3705332        0.4818255        0.5870111
      0.6449976        0.0795154        0.1474741        0.2463106        0.2858658        0.3703487        0.4815855        0.5867188
      0.6456226        0.0964951        0.1474019        0.2461901        0.2857259        0.3701675        0.4813499        0.5864318
      0.6462476        0.1149552        0.1473311        0.2460717        0.2855886        0.3699895        0.4811185        0.5861499
      0.6468726        0.1298312        0.1472615        0.2459555        0.2854537        0.3698147        0.4808912        0.5858729
      0.6474976        0.1262433        0.1471931        0.2458413        0.2853211        0.3696430        0.4806679        0.5856009
      0.6481226        0.1154475        0.1471259        0.2457291        0.2851909        0.3694743        0.4804485        0.5853336
      0.6487476        0.1283763        0.1470599        0.2456188        0.2850629        0.3693084        0.4802328        0.5850708
      0.6493726        0.1607996        0.1469949        0.2455103        0.2849370        0.3691454        0.4800208        0.5848126
      0.6499976        0.1964750        0.1469311        0.2454037        0.2848133        0.3689851        0.4798124        0.5845586
      0.6506226        0.2424779        0.1468684        0.2452989        0.2846917        0.3688275        0.4796075        0.5843090
      0.6512476        0.2705759        0.1468066        0.2451958        0.2845720        0.3686725        0.4794059        0.5840634
      0.6518726        0.2329405        0.1467460        0.2450945        0.2844544        0.3685201        0.4792077        0.5838220
      0.6524976        0.1565260        0.1466863        0.2449948        0.2843387        0.3683702        0.4790128        0.5835845
      0.6531226        0.1061935        0.1466276        0.2448967        0.2842249        0.3682228        0.4788211        0.5833509
      0.6537475        0.1040241        0.1465698        0.2448003        0.2841130        0.3680778        0.4786326        0.5831213
      0.6543725        0.1329691        0.1465131        0.2447055        0.2840030        0.3679353        0.4784473        0.5828955
      0.6549975        0.1531678        0.1464573        0.2446124        0.2838949        0.3677952        0.4782651        0.5826736
      0.6556225        0.1329028        0.1464025        0.2445208        0.2837886        0.3676576        0.4780862        0.5824555
      0.6562475        0.0882526        0.1463487        0.2444309        0.2836843        0.3675225        0.4779104        0.5822414
      0.6568725        0.0605372        0.1462959        0.2443427        0.2835819        0.3673898        0.4777379        0.5820313
      0.6574975        0.0675030        0.1462440        0.2442562        0.2834815        0.3672597        0.4775687        0.5818252
      0.6581225        0.0942641        0.1461933        0.2441714        0.2833831        0.3671322        0.4774030        0.5816232
      0.6587475        0.1166862        0.1461436        0.2440884        0.2832868        0.3670075        0.4772408        0.5814256
      0.6593725        0.1194626        0.1460951        0.2440073        0.2831927        0.3668855        0.4770822        0.5812324
      0.6599975        0.0984982        0.1460477        0.2439282        0.2831008        0.3667665        0.4769274        0.5810438
      0.6606225        0.0648175        0.1460015        0.2438511        0.2830113        0.3666506        0.4767767        0.5808602
      0.6612475        0.0419767        0.1459566        0.2437761        0.2829243        0.3665379        0.4766301        0.5806816
      0.6618725        0.0467793        0.1459131        0.2437034        0.2828400        0.3664286        0.4764880        0.5805085
      0.6624975        0.0905964        0.1458710        0.2436332        0.2827584        0.3663230        0.4763507        0.5803412
      0.6631225        0.2015817        0.1458305        0.2435655        0.2826799        0.3662212        0.4762183        0.5801799
      0.6637475        0.3642684        0.1457916        0.2435005        0.2826045        0.3661235        0.4760913        0.5800252
      0.6643725        0.4593444        0.1457545        0.2434385        0.2825325        0.3660302        0.4759700        0.5798774
      0.6649975        0.4238475        0.1457192        0.2433796        0.2824641        0.3659416        0.4758548        0.5797370
      0.6656225        0.3525607        0.1456859        0.2433240        0.2823996        0.3658581        0.4757461        0.5796047
      0.6662475        0.2967391        0.1456548        0.2432720        0.2823393        0.3657799        0.4756445        0.5794808
      0.6668725        0.2099184        0.1456260        0.2432239        0.2822834        0.3657075        0.4755503        0.5793661
      0.6674975        0.1171653        0.1455996        0.2431798        0.2822323        0.3656413        0.4754643        0.5792613
      0.6681225        0.0863090        0.1455759        0.2431402        0.2821863        0.3655817        0.4753868        0.5791669
      0.6687475        0.1027092        0.1455550        0.2431053        0.2821458        0.3655293        0.4753186        0.5790838
      0.6693725        0.1058810        0.1455371        0.2430755        0.2821112        0.3654844        0.4752602        0.5790127
      0.6699975        0.0827259        0.1455225        0.2430510        0.2820828        0.3654477        0.4752125        0.5789545
      0.6706225        0.0775281        0.1455113        0.2430324        0.2820612        0.3654196        0.4751760        0.5789101
      0.6712475        0.1212762        0.1455039        0.2430199        0.2820467        0.3654009        0.4751516        0.5788803
      0.6718725        0.1816926        0.1455003        0.2430140        0.2820398        0.3653920        0.4751401        0.5788663
      0.6724975        0.2128326        0.1455010        0.2430151        0.2820411        0.3653937        0.4751422        0.5788689
      0.6731225        0.2143471        0.1455061        0.2430237        0.2820510        0.3654065        0.4751589        0.5788893
      0.6737475        0.2012185        0.1455160        0.2430401        0.2820701        0.3654312        0.4751911        0.5789285
      0.6743725        0.1695899        0.1455308        0.2430649        0.2820989        0.3654686        0.4752396        0.5789876
      0.6749975        0.1210220        0.1455510        0.2430986        0.2821380        0.3655192        0.4753055        0.5790678
      0.6756225        0.0752392        0.1455768        0.2431417        0.2821880        0.3655839        0.4753896        0.5791704
      0.6762475        0.0512229        0.1456084        0.2431946        0.2822494        0.3656635        0.4754931        0.5792964
      0.6768725        0.0480010        0.1456463        0.2432579        0.2823229        0.3657587        0.4756169        0.5794472
      0.6774975        0.0475546        0.1456908        0.2433321        0.2824090        0.3658703        0.4757620        0.5796240
      0.6781225        0.0404978        0.1457421        0.2434178        0.2825085        0.3659992        0.4759296        0.5798282
      0.6787475        0.0358601        0.1458006        0.2435155        0.2826219        0.3661460        0.4761205        0.5800608
      0.6793725        0.0480355        0.1458666        0.2436257        0.2827498        0.3663117        0.4763360        0.5803233
      0.6799975        0.0826387        0.1459404        0.2437490        0.2828928        0.3664971        0.4765770        0.5806170
      0.6806224        0.1286671        0.1460223        0.2438859        0.2830517        0.3667029        0.4768447        0.5809430
      0.6812474        0.1777536        0.1461127        0.2440369        0.2832269        0.3669299        0.4771399        0.5813027
      0.6818724        0.2310351        0.1462119        0.2442025        0.2834192        0.3671790        0.4774638        0.5816973
      0.6824974        0.2586335        0.1463202        0.2443833        0.2836290        0.3674508        0.4778173        0.5821280
      0.6831224        0.2363475        0.1464378        0.2445797        0.2838570        0.3677462        0.4782014        0.5825959
      0.6837474        0.2238894        0.1465650        0.2447923        0.2841037        0.3680658        0.4786170        0.5831022
      0.6843724        0.2682466        0.1467022        0.2450214        0.2843696        0.3684103        0.4790649        0.5836480
      0.6849974        0.2945831        0.1468496        0.2452675        0.2846553        0.3687804        0.4795461        0.5842342
      0.6856224        0.2311171        0.1470073        0.2455310        0.2849611        0.3691765        0.4800613        0.5848619
      0.6862474        0.1351397        0.1471757        0.2458123        0.2852875        0.3695994        0.4806112        0.5855318
      0.6868724        0.0983217        0.1473550        0.2461116        0.2856349        0.3700495        0.4811965        0.5862448
      0.6874974        0.1229131        0.1475452        0.2464293        0.2860036        0.3705272        0.4818177        0.5870016
      0.6881224        0.1493254        0.1477466        0.2467657        0.2863940        0.3710329        0.4824753        0.5878028
